AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
41,0.1556,1113,'4 4BR+','1960-1979',60000
50,0.3133980583,740,'2 2BR','1960-1979',72000
56,0.0708705882,901,'3 3BR','1960-1979',49000
32,0.1635555556,901,'3 3BR','1960-1979',64000
36,0.1642758621,710,'2 2BR','1960-1979',58000
60,0.5716129032,518,'2 2BR','-5',0
86,0.3072727273,518,'2 2BR','1940-1959',0
58,0.0981826241,676,'3 3BR','1960-1979',19400
51,0.0927761194,566,'2 2BR','-5',66000
52,0.37145454549999996,566,'2 2BR','1990-1999',22000
33,0.2388,791,'3 3BR','1940-1959',30000
28,0.3975,844,'3 3BR','1990-1999',24000
59,0.0888,710,'3 3BR','1990-1999',39000
46,0.282919708,542,'2 2BR','-5',29000
38,0.1549714286,710,'3 3BR','1980-1989',0
51,0.2258060727,710,'3 3BR','-5',85000
51,0.1182222222,710,'3 3BR','2000-2009',82000
31,0.1719183673,710,'3 3BR','2000-2009',0
59,1.6421864952,1448,'3 3BR','-5',7500
47,0.16388571429999998,880,'4 4BR+','1940-1959',24000
49,0.0916721311,791,'3 3BR','1960-1979',61000
86,0.2373501577,528,'1 1BR','2000-2009',0
80,0.07968,992,'4 4BR+','-5',0
50,0.22304761899999997,877,'3 3BR','1980-1989',63000
62,0.21461897359999998,573,'2 2BR','1960-1979',0
65,0.0924087591,710,'3 3BR','1960-1979',10000
78,0.1233870968,542,'2 2BR','1980-1989',7000
70,0.21821460780000002,783,'3 3BR','-5',0
54,0.0696,710,'3 3BR','1940-1959',35000
47,0.318,1048,'3 3BR','-5',62000
42,0.1699428571,1048,'3 3BR','1960-1979',105000
73,3.3349168646,676,'1 1BR','1960-1979',0
78,0.1948328988,797,'2 2BR','1960-1979',0
54,0.6923943662,1097,'4 4BR+','1960-1979',0
50,0.1583411876,858,'2 2BR','1960-1979',105100
-9,-9.0,591,'1 1BR','1990-1999',-9
67,0.2471326553,710,'3 3BR','1960-1979',0
-9,-9.0,883,'4 4BR+','1940-1959',-9
63,0.055847990800000004,757,'3 3BR','-5',0
20,1.1185714286,757,'3 3BR','2000-2009',600
44,0.12352447550000001,847,'4 4BR+','1940-1959',71500
88,0.4355509356,757,'3 3BR','1960-1979',0
30,0.0,910,'3 3BR','1960-1979',30000
24,0.0,910,'3 3BR','1960-1979',30000
40,0.1057220708,1178,'3 3BR','1940-1959',110000
57,13.617391304000002,506,'1 1BR','1990-1999',0
75,0.2784,1077,'3 3BR','1940-1959',0
50,0.0785751702,672,'2 2BR','1960-1979',49800
52,0.1302,930,'3 3BR','1980-1989',20000
52,0.1901538462,830,'3 3BR','1990-1999',52000
29,0.3003428571,899,'3 3BR','1940-1959',35000
65,0.0738621586,1043,'3 3BR','1960-1979',8800
46,0.3836276083,804,'2 2BR','1960-1979',0
63,0.0310967742,738,'3 3BR','1960-1979',8000
62,0.1211650485,738,'3 3BR','1980-1989',0
24,0.25575,615,'2 2BR','1960-1979',32000
60,0.7186153846,566,'2 2BR','-5',26000
44,0.15744,1178,'3 3BR','1960-1979',89467
78,0.09205970150000001,819,'2 2BR','1960-1979',0
18,0.2957142857,409,'0 Studio','-5',14000
93,0.3621761658,681,'1 1BR','-5',0
81,0.0255157895,1043,'3 3BR','1960-1979',0
59,0.1630769231,1628,'3 3BR','1940-1959',50000
51,0.20377358489999997,1158,'1 1BR','-5',0
33,0.1685145482,1204,'3 3BR','1980-1989',65000
48,1.5933333333000002,599,'2 2BR','-5',0
76,0.198,930,'3 3BR','1960-1979',0
80,0.2223198243,947,'3 3BR','1960-1979',0
82,0.2093959732,639,'2 2BR','1960-1979',0
48,0.0758994197,1090,'4 4BR+','-5',3700
71,0.3054812834,542,'1 1BR','1960-1979',0
83,0.1987421384,951,'4 4BR+','1980-1989',0
37,0.1639813582,951,'4 4BR+','1940-1959',60000
48,0.22350710899999998,766,'3 3BR','1980-1989',32000
-9,-9.0,865,'3 3BR','1960-1979',-9
48,0.3433333333,458,'1 1BR','1960-1979',0
70,0.0617647059,566,'2 2BR','-5',30000
-9,-9.0,739,'1 1BR','2000-2009',-9
57,0.1997419355,1048,'3 3BR','1960-1979',42000
46,0.16263829789999998,1097,'3 3BR','1960-1979',47000
83,0.6729999999999999,896,'2 2BR','1980-1989',0
47,0.0875197748,1043,'3 3BR','1960-1979',160000
32,0.5367272727,746,'3 3BR','1980-1989',8000
88,0.272,746,'3 3BR','1960-1979',0
66,0.8633766234,746,'3 3BR','1980-1989',0
52,0.11087173789999999,1097,'4 4BR+','1980-1989',170000
36,0.1454193548,740,'2 2BR','1960-1979',93000
45,0.2753142857,671,'3 3BR','2000-2009',35000
28,0.77875,671,'3 3BR','1960-1979',9600
45,0.211125,671,'3 3BR','1940-1959',32000
53,0.20006400000000002,671,'3 3BR','-5',62500
44,0.4077535302000001,1199,'4 4BR+','1960-1979',25000
74,0.0542793792,951,'4 4BR+','-5',22000
64,0.5718,832,'4 4BR+','1960-1979',40000
36,0.2624381302,970,'3 3BR','-5',49000
34,0.07824,1106,'4 4BR+','1940-1959',75000
76,1956.0,573,'2 2BR','1940-1959',0
35,0.1144587434,573,'2 2BR','1940-1959',50800
31,0.0495,566,'2 2BR','1960-1979',14000
62,-1.0,844,'3 3BR','1960-1979',0
37,0.048,726,'3 3BR','1960-1979',30000
37,0.15583561640000002,726,'3 3BR','1990-1999',60000
70,0.0894339623,1089,'4 4BR+','-5',0
67,0.555,1105,'3 3BR','1960-1979',0
57,0.0919480519,1314,'4 4BR+','1960-1979',90000
64,0.18920792079999998,1105,'3 3BR','1960-1979',8000
43,0.19529670329999999,1314,'4 4BR+','1940-1959',91000
41,0.7516363636,783,'3 3BR','-5',11000
78,0.0804148385,757,'3 3BR','-5',0
65,0.1369598765,968,'3 3BR','1960-1979',0
84,0.81975,896,'2 2BR','1980-1989',0
30,-1.0,782,'2 2BR','1990-1999',0
-9,-9.0,782,'2 2BR','1980-1989',-9
42,0.08976,738,'3 3BR','1990-1999',35000
56,0.07166666669999999,930,'3 3BR','1940-1959',68000
52,0.05672000000000001,1070,'4 4BR+','1960-1979',205000
74,0.2185578317,556,'1 1BR','1960-1979',0
39,0.3546666667,930,'3 3BR','-5',18000
42,0.1544704358,1106,'4 4BR+','1990-1999',29000
24,0.1848,852,'2 2BR','-5',70000
26,0.2389380531,685,'1 1BR','-5',10000
40,0.4320000000000001,685,'1 1BR','-5',0
29,0.18851627489999997,685,'1 1BR','-5',69000
29,0.4644,880,'4 4BR+','-5',30000
83,0.15135608050000002,615,'2 2BR','1940-1959',0
49,0.2062889066,819,'2 2BR','-5',125000
51,0.17114954219999998,1077,'3 3BR','1940-1959',49000
28,-1.0,1097,'3 3BR','-5',0
80,0.1187447699,1097,'3 3BR','1940-1959',40000
62,0.14165132960000001,804,'2 2BR','1990-1999',0
89,0.5059101655,804,'2 2BR','1980-1989',0
54,0.3371764706,1178,'3 3BR','1940-1959',51000
77,0.1177653631,1178,'3 3BR','1960-1979',36000
82,1.0695652173999999,636,'1 1BR','1990-1999',0
67,0.1051401869,757,'3 3BR','1960-1979',32000
51,0.298345093,847,'4 4BR+','1960-1979',52000
28,0.21516170760000008,757,'3 3BR','1980-1989',75000
58,0.041913043500000004,757,'3 3BR','1980-1989',100000
67,0.3615,804,'2 2BR','1960-1979',0
67,0.42,1362,'4 4BR+','1960-1979',10000
48,0.2394117647,1800,'4 4BR+','-5',102000
53,0.10478444630000001,901,'3 3BR','-5',110000
49,0.2432670157,1037,'4 4BR+','-5',191000
36,0.14512,1090,'4 4BR+','-5',75000
56,0.295125,925,'3 3BR','1980-1989',30000
47,0.1503333333,726,'3 3BR','-5',36000
70,0.3501818182,726,'3 3BR','1940-1959',0
50,0.1326792453,566,'2 2BR','1990-1999',59000
-9,-9.0,726,'3 3BR','-5',-9
29,0.2514,566,'2 2BR','-5',20000
30,0.11416068119999999,575,'1 1BR','-5',700
-9,-9.0,575,'1 1BR','1940-1959',-9
47,0.367826087,1628,'3 3BR','2000-2009',46000
-9,-9.0,1158,'1 1BR','-5',-9
31,0.1589647059,515,'0 Studio','1960-1979',85000
63,0.050533333300000004,818,'3 3BR','-5',90000
54,0.158976,928,'3 3BR','1960-1979',125000
40,0.1851145738,977,'4 4BR+','1980-1989',100000
46,0.045575757599999996,928,'3 3BR','1980-1989',99000
43,0.2461538462,710,'3 3BR','-5',55400
82,0.16055172410000002,830,'3 3BR','1960-1979',0
59,0.1953132857,830,'3 3BR','1940-1959',59532
44,0.129867164,830,'3 3BR','1940-1959',77800
47,0.1844628099,830,'3 3BR','1940-1959',121000
69,4.0242857143,710,'3 3BR','1960-1979',0
32,0.0,542,'2 2BR','-5',39600
64,0.0568888889,817,'4 4BR+','-5',50000
46,0.0422912621,788,'4 4BR+','-5',103000
93,9.280276816599999,901,'3 3BR','1940-1959',0
80,1.328344247,710,'2 2BR','1980-1989',100
61,0.1874835886,757,'3 3BR','1960-1979',69500
75,0.0469817768,854,'3 3BR','1940-1959',0
20,0.2424,484,'1 1BR','1960-1979',15000
34,0.36635294119999995,637,'2 2BR','1990-1999',17000
88,0.1637931034,1043,'3 3BR','1960-1979',0
82,0.8196584756,1043,'3 3BR','1960-1979',0
53,0.8117073170999999,804,'2 2BR','1990-1999',12300
54,0.09472,804,'2 2BR','1980-1989',37400
45,0.3054872564,805,'4 4BR+','1960-1979',6700
84,0.07375053150000001,615,'2 2BR','1940-1959',0
67,0.1402941176,710,'3 3BR','1940-1959',0
54,0.1941368714,788,'4 4BR+','1940-1959',44007
53,0.6629999999999999,788,'4 4BR+','1980-1989',0
58,0.1535812133,817,'4 4BR+','1960-1979',25550
62,0.1567976227,783,'3 3BR','2000-2009',0
55,0.2727804878,687,'2 2BR','-5',41000
45,0.1832,858,'2 2BR','1960-1979',45000
25,1.27,524,'2 2BR','1960-1979',3600
38,0.2638623327,671,'3 3BR','-5',26150
29,0.6788902292,738,'3 3BR','1940-1959',8000
47,0.12112,556,'2 2BR','1940-1959',75000
50,-1.0,724,'3 3BR','1940-1959',0
56,0.08267441860000001,624,'2 2BR','1960-1979',28700
68,0.525,573,'2 2BR','1980-1989',3421
93,0.19733333329999997,738,'3 3BR','1940-1959',0
71,0.11866666669999999,573,'2 2BR','2000-2009',0
51,0.0606,1251,'4 4BR+','-5',165975
58,0.52,1251,'4 4BR+','-5',0
47,0.37799999999999995,818,'3 3BR','1960-1979',18000
86,0.41904621729999997,534,'1 1BR','1980-1989',0
56,0.372688478,738,'3 3BR','1990-1999',0
27,1.2466666667,738,'3 3BR','1990-1999',0
75,0.1144615385,738,'3 3BR','-5',0
50,0.2856,615,'2 2BR','1960-1979',25000
40,0.3611428571,615,'2 2BR','1960-1979',21000
-9,-9.0,738,'3 3BR','2000-2009',-9
33,0.3182089552,832,'4 4BR+','1960-1979',40200
57,0.1683544304,930,'3 3BR','1990-1999',8690
59,0.32191881920000004,930,'3 3BR','1960-1979',35000
17,0.044299674299999994,930,'3 3BR','1960-1979',36840
25,0.27899999999999997,930,'3 3BR','1990-1999',32000
61,0.4018372143,830,'3 3BR','2000-2009',20000
64,0.15392725359999998,930,'3 3BR','1980-1989',0
64,0.1598277306,830,'3 3BR','1960-1979',0
47,0.1497864886,951,'4 4BR+','1960-1979',127700
65,0.2121212121,961,'3 3BR','1960-1979',0
65,0.3282352941,726,'3 3BR','-5',1000
50,0.2132173913,566,'2 2BR','1980-1989',68000
56,0.2765783133,726,'3 3BR','2000-2009',83000
-9,-9.0,669,'1 1BR','1960-1979',-9
43,0.2005090909,819,'2 2BR','1980-1989',55000
52,0.3079591837,1178,'3 3BR','1960-1979',98000
83,0.052275412699999996,804,'2 2BR','1990-1999',0
39,0.0809237875,930,'3 3BR','1940-1959',80000
43,0.128828311,930,'3 3BR','1960-1979',48716
45,0.0920521173,882,'3 3BR','1990-1999',61400
58,0.0589414255,865,'3 3BR','1960-1979',56400
-9,-9.0,677,'2 2BR','-5',-9
36,0.3117647059,616,'2 2BR','1960-1979',30600
49,0.2929720576,687,'2 2BR','1960-1979',12000
40,0.3443478261,605,'1 1BR','1960-1979',0
48,0.11556338029999999,542,'2 2BR','1960-1979',30800
63,0.2253658537,710,'3 3BR','1940-1959',60000
50,0.1752631579,849,'2 2BR','1990-1999',38000
76,0.32674571809999997,633,'1 1BR','1960-1979',0
-9,-9.0,1042,'3 3BR','1960-1979',-9
46,0.3916,1042,'3 3BR','1990-1999',30000
39,0.21215094339999999,1287,'4 4BR+','1960-1979',53000
29,0.124,524,'2 2BR','1960-1979',33000
67,0.0529151292,738,'3 3BR','-5',7000
59,0.032,738,'3 3BR','1960-1979',72000
66,0.1098842975,738,'3 3BR','1960-1979',1950
55,0.0656,724,'3 3BR','-5',10000
-9,-9.0,573,'2 2BR','1960-1979',-9
53,0.3678857143,738,'3 3BR','1960-1979',0
-9,-9.0,573,'2 2BR','1960-1979',-9
54,0.05205,738,'3 3BR','1990-1999',53000
25,7.6109422492,968,'3 3BR','1960-1979',0
61,0.4464,676,'1 1BR','2000-2009',5000
84,2.6548672566,817,'2 2BR','1960-1979',0
55,0.11699999999999999,968,'3 3BR','1960-1979',166500
69,0.12480084970000001,797,'2 2BR','1990-1999',0
65,0.158383575,740,'2 2BR','1960-1979',10000
56,0.1586181818,901,'3 3BR','1960-1979',110000
81,0.3267857143,1037,'4 4BR+','1960-1979',0
49,0.312,575,'1 1BR','1940-1959',25000
70,1.1239669421,688,'2 2BR','1960-1979',0
59,0.0742222222,824,'4 4BR+','1960-1979',36000
44,0.1708235294,738,'2 2BR','1940-1959',17000
23,0.24507692309999998,961,'3 3BR','1990-1999',26000
65,0.6017569546,566,'2 2BR','-5',0
61,0.2515397083,901,'3 3BR','-5',17000
71,0.1590513069,849,'4 4BR+','-5',15000
65,0.23529411760000002,573,'2 2BR','1960-1979',0
77,0.2045454545,573,'2 2BR','1940-1959',0
61,0.06374305129999999,1048,'3 3BR','1940-1959',5000
-9,-9.0,791,'3 3BR','1960-1979',-9
40,0.18391744149999997,880,'4 4BR+','1960-1979',48935
38,0.2054117647,778,'4 4BR+','1960-1979',63000
47,0.0182,671,'3 3BR','1960-1979',120000
32,0.02,407,'0 Studio','1980-1989',30000
62,0.0541090909,865,'3 3BR','1960-1979',55000
74,0.08447802199999999,865,'3 3BR','1980-1989',0
70,0.0873333333,865,'3 3BR','1990-1999',0
48,0.21284664609999998,865,'3 3BR','1960-1979',15568
-9,-9.0,724,'3 3BR','1960-1979',-9
50,0.2436363636,951,'4 4BR+','1990-1999',30000
43,0.020368421100000002,951,'4 4BR+','1960-1979',42000
38,0.2182641509,810,'3 3BR','1960-1979',53000
57,168.96,1147,'3 3BR','2000-2009',0
57,0.0218543046,757,'3 3BR','1960-1979',151000
42,0.5133,1143,'3 3BR','1960-1979',40000
63,0.43,757,'3 3BR','1960-1979',13000
42,0.5439271255,913,'1 1BR','1960-1979',58000
56,0.3409655172,1090,'2 2BR','1960-1979',22000
64,0.1982278481,726,'3 3BR','1960-1979',35000
52,0.1146206897,726,'3 3BR','1980-1989',145000
81,0.5772972973,738,'3 3BR','1940-1959',0
81,0.22899999999999998,738,'3 3BR','1960-1979',0
93,0.2282105263,573,'2 2BR','1960-1979',0
66,0.1790842284,573,'2 2BR','1940-1959',0
77,0.2044444444,797,'2 2BR','2000-2009',0
44,0.1609230769,1042,'3 3BR','1980-1989',36000
47,0.2676,882,'3 3BR','1990-1999',40000
36,0.13051409619999998,995,'4 4BR+','2000-2009',38000
74,0.1770505272,865,'3 3BR','1960-1979',0
47,0.21822222219999998,566,'2 2BR','1960-1979',27000
49,0.1275782155,726,'3 3BR','-5',63520
77,0.1198813056,710,'3 3BR','1940-1959',4400
63,0.1891910499,710,'3 3BR','1960-1979',56100
54,0.33971999999999997,778,'4 4BR+','-5',0
54,0.1446206897,726,'3 3BR','1960-1979',40000
44,0.26855999999999997,1090,'4 4BR+','1940-1959',50000
46,0.0863183475,955,'3 3BR','1940-1959',75644
46,0.3048,761,'2 2BR','1960-1979',50000
65,0.1990206918,925,'3 3BR','1960-1979',0
35,0.1851597052,925,'3 3BR','1990-1999',80000
38,0.17485714289999998,710,'3 3BR','-5',42000
81,0.1278106509,518,'2 2BR','1960-1979',0
66,0.1091103203,676,'3 3BR','-5',17200
52,0.06564179099999999,676,'3 3BR','1980-1989',133000
65,0.2307390964,676,'3 3BR','1960-1979',0
-9,-9.0,724,'3 3BR','-5',-9
84,0.3032258065,738,'3 3BR','1960-1979',0
38,0.1669090909,573,'2 2BR','1990-1999',40000
65,0.1141492537,738,'3 3BR','1960-1979',24000
56,0.0439215686,830,'3 3BR','1960-1979',100000
46,0.0305,738,'3 3BR','1960-1979',120000
35,0.0717073171,830,'3 3BR','1960-1979',139000
-9,-9.0,738,'3 3BR','1940-1959',-9
64,0.1123333333,738,'3 3BR','1960-1979',30000
77,0.11335276970000001,573,'2 2BR','1990-1999',0
59,0.1360869565,743,'4 4BR+','1960-1979',0
-9,-9.0,387,'0 Studio','1990-1999',-9
44,1.1170212766,676,'3 3BR','-5',8000
45,0.1614251324,951,'4 4BR+','1960-1979',96000
64,0.12459724949999999,671,'2 2BR','1960-1979',61000
83,0.058962264199999996,757,'3 3BR','1960-1979',28000
51,0.055838709699999996,518,'2 2BR','-5',94000
50,0.1753636364,676,'3 3BR','1980-1989',44000
66,0.16370044050000002,743,'4 4BR+','2000-2009',30000
50,0.1684,854,'3 3BR','1980-1989',30000
60,0.036284785,542,'2 2BR','1960-1979',83000
28,6.2227912932,599,'2 2BR','-5',1300
40,0.2745,624,'2 2BR','2000-2009',40000
55,0.0558005753,830,'3 3BR','1960-1979',104300
31,0.0860425532,880,'4 4BR+','1980-1989',94000
37,0.046925373099999994,865,'3 3BR','1990-1999',67000
47,-1.0,865,'3 3BR','1960-1979',0
39,0.0861129664,1113,'4 4BR+','1960-1979',485968
27,0.1179775281,865,'3 3BR','1960-1979',89000
-9,-9.0,865,'3 3BR','1990-1999',-9
80,0.053861804400000005,865,'3 3BR','1960-1979',55000
39,0.1034247284,865,'3 3BR','1960-1979',60500
77,0.1477804832,995,'4 4BR+','1980-1989',22000
57,0.2247,1169,'4 4BR+','1990-1999',119048
48,0.2314909091,1042,'3 3BR','1990-1999',110000
49,0.2365882353,1169,'4 4BR+','1990-1999',102000
52,0.1951616766,1143,'3 3BR','1960-1979',81000
-9,-9.0,935,'2 2BR','-5',-9
65,0.423368984,2118,'4 4BR+','1960-1979',55000
33,0.6733838787,1048,'3 3BR','-5',16506
30,0.23337977149999997,1048,'3 3BR','-5',34690
52,-1.0,865,'3 3BR','1960-1979',0
38,0.3015162455,847,'4 4BR+','2000-2009',55400
81,0.0202986622,572,'2 2BR','1960-1979',0
55,0.0384,572,'2 2BR','1960-1979',55000
70,0.0701324503,847,'4 4BR+','1960-1979',0
82,0.1032,572,'2 2BR','1940-1959',0
93,1.383,739,'1 1BR','1990-1999',0
60,0.1692272727,757,'3 3BR','1960-1979',65000
-9,-9.0,871,'4 4BR+','1980-1989',-9
59,0.0770285714,847,'4 4BR+','1980-1989',4000
-9,-9.0,1251,'4 4BR+','-5',-9
53,0.1472,1043,'3 3BR','-5',75000
81,0.25596566519999997,681,'1 1BR','1940-1959',0
73,1.015625,458,'1 1BR','1960-1979',0
59,0.0737195122,951,'4 4BR+','1960-1979',65600
31,0.1754893617,877,'3 3BR','1960-1979',45000
80,0.5048465267,877,'3 3BR','1940-1959',0
53,0.0461538462,794,'2 2BR','1960-1979',26000
52,0.4796052632,928,'3 3BR','1940-1959',18500
52,0.223960396,977,'4 4BR+','1960-1979',26000
36,0.5789473684,783,'3 3BR','-5',21500
-9,-9.0,928,'3 3BR','-5',-9
30,0.34336414049999997,727,'2 2BR','1940-1959',54000
72,0.25533333329999996,858,'2 2BR','1940-1959',0
47,0.3235589942,858,'2 2BR','1960-1979',0
52,0.0597850746,1174,'4 4BR+','1960-1979',300000
67,0.5288888889,740,'2 2BR','1980-1989',0
26,0.1060479068,968,'3 3BR','2000-2009',68000
47,0.20733333329999998,968,'3 3BR','1960-1979',18000
59,0.2939575395,673,'2 2BR','-5',12000
57,0.1152,947,'3 3BR','-5',15000
72,0.09277737400000001,780,'3 3BR','1960-1979',24534
59,0.07842794759999999,780,'3 3BR','1940-1959',34000
28,0.2565714286,1515,'3 3BR','1960-1979',42000
35,0.2916774194,1251,'4 4BR+','2000-2009',47000
71,0.0574603175,583,'2 2BR','1980-1989',0
-9,-9.0,583,'2 2BR','1980-1989',-9
60,0.18579545449999998,583,'2 2BR','1990-1999',28000
71,0.24045801530000002,1178,'3 3BR','1960-1979',0
76,0.16981132079999994,1355,'4 4BR+','1960-1979',0
36,0.1119587629,925,'3 3BR','-5',97000
66,0.21083455339999999,925,'3 3BR','-5',0
41,0.2743448276,708,'2 2BR','1940-1959',58000
44,0.3226268657,1799,'3 3BR','-5',81000
49,0.286866485,1799,'3 3BR','1960-1979',90000
51,0.3077680833,710,'3 3BR','-5',2200
52,0.21079365079999998,817,'4 4BR+','-5',72500
22,0.2063867678,524,'2 2BR','1960-1979',0
84,0.2225,524,'2 2BR','-5',0
45,0.5876136643,671,'3 3BR','1980-1989',8800
29,1.7328,798,'2 2BR','1980-1989',20000
89,0.5495364238,658,'1 1BR','1960-1979',0
70,0.1377745507,1001,'4 4BR+','1990-1999',0
41,0.3135714286,979,'4 4BR+','2000-2009',43000
82,1.3980000000000001,658,'1 1BR','1990-1999',0
42,0.0581052632,930,'3 3BR','1960-1979',38000
60,0.05751633990000001,930,'3 3BR','1980-1989',48000
69,0.0698779908,1075,'4 4BR+','1980-1989',0
33,0.0573529412,1209,'4 4BR+','1980-1989',26000
35,5.4,780,'3 3BR','1940-1959',200
56,0.23974649760000002,672,'2 2BR','1940-1959',0
89,0.5067307692,458,'1 1BR','1980-1989',0
43,0.8080808081,566,'2 2BR','-5',0
26,0.8782105263,2116,'4 4BR+','1960-1979',71525
59,1.1343148896,1556,'4 4BR+','-5',84000
52,0.47504509920000004,923,'3 3BR','1990-1999',12000
33,0.2440364641,1069,'4 4BR+','1960-1979',74000
42,0.2794831014,970,'3 3BR','1960-1979',100000
-9,-9.0,746,'3 3BR','1960-1979',-9
54,0.0801980198,824,'4 4BR+','1960-1979',180000
31,0.439338843,746,'3 3BR','1960-1979',24000
69,0.23808,738,'3 3BR','1960-1979',10244
68,0.9704819277,1174,'4 4BR+','1960-1979',0
43,0.2393929174,1048,'3 3BR','1940-1959',115000
62,0.0778467909,738,'3 3BR','1990-1999',12480
72,0.2080179171,738,'3 3BR','1960-1979',0
54,0.1292666657,738,'3 3BR','1990-1999',140797
66,1.1109090909000001,880,'4 4BR+','-5',0
60,0.3640578129,572,'2 2BR','1980-1989',7000
32,0.2118,518,'2 2BR','-5',20000
80,0.1046590142,518,'2 2BR','1990-1999',0
-9,-9.0,743,'4 4BR+','1990-1999',-9
38,0.22368000000000002,518,'2 2BR','2000-2009',25000
65,0.18748546170000002,676,'3 3BR','1960-1979',15000
-9,-9.0,548,'2 2BR','1940-1959',-9
37,0.1617391304,724,'3 3BR','1980-1989',78000
45,0.0564230769,1612,'4 4BR+','1980-1989',104000
49,0.2646263003,1278,'3 3BR','-5',47000
-9,-9.0,756,'1 1BR','1960-1979',-9
37,0.336,963,'2 2BR','1960-1979',0
60,0.050181818200000006,1372,'3 3BR','1940-1959',33000
65,0.36697674420000004,1383,'3 3BR','1960-1979',43000
87,0.6071428571,1383,'3 3BR','1940-1959',0
35,0.3752142857,1383,'3 3BR','1990-1999',52000
76,0.18607407410000001,1383,'3 3BR','1990-1999',0
75,0.7436065573999999,1026,'3 3BR','1960-1979',0
29,0.10764000000000001,639,'2 2BR','1960-1979',100000
85,0.1170652174,818,'3 3BR','-5',2000
27,0.1431225487,883,'4 4BR+','-5',84000
35,0.1977225673,556,'1 1BR','-5',0
46,0.21216848670000002,930,'3 3BR','1960-1979',24999
42,0.14400000000000002,672,'2 2BR','-5',21429
71,0.3670000000000001,757,'3 3BR','1960-1979',0
51,0.0409411765,930,'3 3BR','-5',68000
76,0.1871186441,573,'2 2BR','1940-1959',0
63,0.068,738,'3 3BR','1960-1979',45000
46,0.2391,573,'2 2BR','-5',0
43,0.3024618992,925,'3 3BR','-5',0
-9,-9.0,797,'2 2BR','1960-1979',-9
66,0.0683031605,542,'2 2BR','1940-1959',0
-9,-9.0,542,'2 2BR','1960-1979',-9
70,0.2111349364,710,'2 2BR','1990-1999',0
50,-1.0,858,'2 2BR','1960-1979',0
47,0.0836,721,'2 2BR','1960-1979',30000
44,0.09732246800000001,721,'2 2BR','1980-1989',25770
77,0.6627272727,738,'3 3BR','1940-1959',0
69,0.15675,738,'3 3BR','1960-1979',0
67,0.035,573,'2 2BR','1960-1979',36000
29,0.2334,968,'3 3BR','1960-1979',17750
68,0.059867549699999995,738,'3 3BR','-5',38000
60,0.34924528299999996,925,'3 3BR','-5',2400
60,0.0401420274,708,'2 2BR','1940-1959',0
26,0.3591666667,925,'3 3BR','-5',72000
43,0.32532224530000003,1090,'4 4BR+','-5',72000
47,0.25166666670000004,1090,'4 4BR+','1960-1979',60000
40,0.3340165289,925,'3 3BR','1960-1979',57500
65,0.828,708,'2 2BR','-5',15000
26,0.3511666667,708,'2 2BR','1960-1979',72000
68,0.4189583333,1090,'4 4BR+','1960-1979',38000
36,0.23059346239999998,1090,'4 4BR+','2000-2009',126000
-9,-9.0,930,'3 3BR','1960-1979',-9
31,0.22859728510000002,930,'3 3BR','1960-1979',100500
50,0.9,672,'2 2BR','1960-1979',0
37,0.1296,1070,'4 4BR+','2000-2009',80000
-9,-9.0,1090,'4 4BR+','2000-2009',-9
40,0.2642424242,672,'2 2BR','1960-1979',99000
59,0.0992,930,'3 3BR','1960-1979',30000
93,0.73248,892,'1 1BR','1990-1999',0
82,0.2256,892,'1 1BR','1960-1979',10000
58,0.3696923077000001,928,'3 3BR','1940-1959',26000
74,0.0970769231,928,'3 3BR','1990-1999',0
45,0.14375,977,'4 4BR+','1990-1999',192000
80,0.4577142857,928,'3 3BR','1940-1959',0
64,0.2938957816,738,'3 3BR','1960-1979',0
66,0.17333333329999998,573,'2 2BR','1960-1979',1500
79,0.2456,738,'3 3BR','1960-1979',0
72,2.3345454544999997,738,'3 3BR','1980-1989',0
-9,-9.0,738,'3 3BR','1960-1979',-9
82,0.34920634920000004,615,'2 2BR','1960-1979',0
79,0.1672881356,757,'3 3BR','1960-1979',0
77,0.0825806452,677,'2 2BR','1940-1959',0
-9,-9.0,605,'1 1BR','1960-1979',-9
34,0.2082173175,708,'2 2BR','-5',10000
52,0.3705,708,'2 2BR','-5',0
44,0.270036452,708,'2 2BR','1960-1979',31000
-9,-9.0,708,'2 2BR','1960-1979',-9
-9,-9.0,708,'2 2BR','1960-1979',-9
57,0.027744,1758,'4 4BR+','-5',125000
30,0.3687032967,1090,'4 4BR+','2000-2009',91000
65,0.23601392280000005,710,'3 3BR','1960-1979',28000
62,0.1849474431,925,'3 3BR','2000-2009',0
55,0.15161739130000002,1048,'3 3BR','-5',105304
-9,-9.0,711,'1 1BR','1940-1959',-9
38,0.9092106997,615,'2 2BR','1960-1979',89
47,0.11874000000000001,1064,'2 2BR','1960-1979',200000
43,0.14184000000000002,1064,'2 2BR','-5',50000
46,0.1789830508,710,'2 2BR','-5',47000
79,0.17025641030000002,583,'2 2BR','1940-1959',0
57,0.0640941176,746,'3 3BR','1960-1979',85000
54,0.0326785714,1095,'4 4BR+','1960-1979',60000
83,0.6661538462,775,'2 2BR','1990-1999',0
47,0.465859367,1018,'3 3BR','1940-1959',0
68,0.0340765705,636,'1 1BR','1960-1979',44441
53,0.1183070539,726,'3 3BR','1990-1999',58000
30,0.0484,1043,'3 3BR','2000-2009',30000
