AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
49,0.1153163808,1143,'3 3BR','1960-1979',63650
82,0.3137829912,935,'2 2BR','1960-1979',0
43,0.2031157895,1016,'1 1BR','1960-1979',95000
33,0.3102352941,1016,'1 1BR','1960-1979',34000
29,0.18328421050000002,1239,'1 1BR','-5',95000
58,0.1531714286,1239,'1 1BR','1940-1959',140000
30,0.2048235294,1239,'1 1BR','-5',100000
40,0.2525413534,1239,'1 1BR','-5',110000
53,0.3612244898,1551,'2 2BR','1940-1959',49000
41,0.1950857143,1143,'3 3BR','1960-1979',35000
36,0.053387755099999996,1143,'3 3BR','1940-1959',147000
-9,-9.0,1551,'2 2BR','-5',-9
42,0.20829486879999998,1551,'2 2BR','-5',144000
36,0.4884,948,'3 3BR','-5',50000
75,1.3448619887,978,'4 4BR+','1940-1959',7000
29,0.13825,1016,'1 1BR','1960-1979',96000
60,0.4392,773,'1 1BR','-5',23529
49,0.0483243243,773,'1 1BR','-5',37000
49,0.3327272727,1143,'3 3BR','-5',33000
41,-1.0,1269,'2 2BR','1960-1979',0
26,0.7060096154000001,1016,'1 1BR','1960-1979',16640
74,0.4742247872,1269,'2 2BR','1940-1959',0
61,0.2299065421,948,'3 3BR','-5',0
73,1.1067961165,1016,'1 1BR','1960-1979',0
-9,-9.0,773,'1 1BR','-5',-9
47,0.186989011,896,'2 2BR','1940-1959',91000
25,0.6814159292,935,'2 2BR','-5',12000
33,0.31546875,935,'2 2BR','-5',25600
37,0.013948717900000001,1551,'2 2BR','1940-1959',110000
49,0.3022900763,948,'3 3BR','-5',25000
45,0.4955294118,1016,'1 1BR','1940-1959',0
43,0.2074285714,923,'2 2BR','1960-1979',70000
75,0.6667495339,923,'2 2BR','1960-1979',0
31,0.2619512195,1695,'3 3BR','1940-1959',41000
60,0.6714789687999999,1695,'3 3BR','1940-1959',0
37,0.16875,676,'1 1BR','1960-1979',32000
78,0.254,793,'2 2BR','1940-1959',0
46,0.2273454545,948,'3 3BR','1960-1979',55000
54,0.0396,1269,'2 2BR','1960-1979',50000
58,0.5017427386,1551,'2 2BR','1940-1959',72000
72,0.3736615385,1174,'4 4BR+','-5',15000
49,0.338304,1174,'4 4BR+','1940-1959',125000
64,0.2358,923,'2 2BR','-5',0
32,0.1690105263,923,'2 2BR','1960-1979',95000
23,0.8736,1105,'3 3BR','-5',0
70,0.1459872611,1174,'4 4BR+','1960-1979',60000
30,2.5071428571000003,1069,'1 1BR','-5',0
53,0.1593,1462,'3 3BR','1960-1979',80000
-9,-9.0,948,'3 3BR','1940-1959',-9
32,0.15435294119999998,793,'2 2BR','-5',0
41,0.0570857143,923,'2 2BR','-5',70000
70,0.5777777778000001,1024,'3 3BR','1960-1979',0
36,1.1584615384999999,1269,'2 2BR','-5',8000
55,0.0640852701,1271,'4 4BR+','-5',90000
46,0.2194505394,923,'2 2BR','-5',117000
45,0.1719310345,1105,'3 3BR','1960-1979',58000
41,0.396,935,'2 2BR','1940-1959',30000
45,0.36034090909999994,1143,'3 3BR','1960-1979',35200
17,0.17466666670000006,1239,'1 1BR','1940-1959',18000
60,0.2013124689,1695,'3 3BR','1940-1959',120000
68,0.14345276869999998,2071,'3 3BR','1940-1959',65000
39,0.0318,1069,'1 1BR','-5',40000
60,0.2607,740,'2 2BR','-5',39000
-9,-9.0,948,'3 3BR','1940-1959',-9
42,0.0365194805,1069,'1 1BR','-5',231000
41,0.6147368421,1269,'2 2BR','1960-1979',25650
51,0.2239344262,923,'2 2BR','-5',27600
-9,-9.0,1366,'2 2BR','-5',-9
17,3.344,1366,'2 2BR','-5',6000
29,0.19738317760000001,768,'2 2BR','1960-1979',42800
33,0.09570100210000004,2071,'3 3BR','1940-1959',0
87,0.17213636899999998,1239,'1 1BR','-5',18000
44,0.2947945205,1189,'2 2BR','-5',13440
47,0.1194893617,1189,'2 2BR','-5',94000
43,0.384,664,'1 1BR','1940-1959',15000
83,0.24355555559999997,832,'1 1BR','1960-1979',0
37,0.8404615384999999,935,'2 2BR','1940-1959',20000
34,0.2883333333,1314,'4 4BR+','-5',30000
87,0.19405714289999998,1314,'4 4BR+','-5',30685
25,0.1315605554,1704,'3 3BR','1940-1959',40000
22,0.1941623392,1269,'2 2BR','1960-1979',65318
42,0.4044356436,832,'1 1BR','1960-1979',25250
-9,-9.0,2188,'4 4BR+','-5',-9
35,2.1705,1551,'2 2BR','1940-1959',0
83,0.2804123711,988,'0 Studio','1960-1979',0
48,0.276126558,1462,'3 3BR','1940-1959',26075
34,0.3697142857,768,'2 2BR','1980-1989',21000
51,0.21133333329999998,794,'2 2BR','1960-1979',30000
37,0.3824,1269,'2 2BR','1940-1959',60000
47,0.24838709679999998,1704,'3 3BR','1940-1959',55800
52,0.1664680851,2051,'4 4BR+','-5',47000
85,0.3243870968,1271,'4 4BR+','-5',12000
57,0.265,1105,'3 3BR','-5',33600
24,0.2308800000000001,1366,'2 2BR','-5',50000
79,0.6186666667,1164,'1 1BR','-5',0
48,0.1188,1164,'1 1BR','1940-1959',120000
44,0.4569158746,1189,'2 2BR','1990-1999',35000
22,0.31077966100000004,794,'2 2BR','1940-1959',29500
52,0.26544,664,'1 1BR','1940-1959',25000
40,0.3173195876,1291,'4 4BR+','-5',97000
70,0.6645,1105,'3 3BR','-5',0
16,0.0473684211,935,'2 2BR','1940-1959',42000
93,0.0758919827,1551,'2 2BR','-5',0
48,0.2514235171,1250,'2 2BR','1940-1959',89578
58,0.1652,1695,'3 3BR','-5',120000
65,0.85,1189,'2 2BR','-5',0
32,0.5273684211,768,'2 2BR','1960-1979',19000
34,0.26304,633,'1 1BR','1960-1979',25000
62,0.4660273973,664,'1 1BR','1960-1979',0
35,624.0,664,'1 1BR','1940-1959',1
22,0.1676666667,664,'1 1BR','1960-1979',36000
77,0.2850356295,1189,'2 2BR','1960-1979',0
24,0.3633333333,1704,'3 3BR','1960-1979',0
23,0.26222222219999997,1634,'3 3BR','-5',32000
40,0.0805945946,1366,'2 2BR','1940-1959',74000
63,0.292097561,1366,'2 2BR','-5',35000
50,0.4583333333,1105,'3 3BR','-5',14400
50,4.3368,1143,'3 3BR','1940-1959',5000
85,0.7929999999999999,832,'1 1BR','1960-1979',0
43,0.1868852459,1551,'2 2BR','1940-1959',122000
37,0.4188,1008,'0 Studio','1960-1979',4000
39,0.29925,1069,'1 1BR','-5',48000
40,0.20238615780000002,1069,'1 1BR','-5',70000
28,0.0460652591,1069,'1 1BR','-5',26050
49,0.0704,1069,'1 1BR','-5',30000
50,0.18783783780000002,1189,'2 2BR','-5',222000
66,0.3008695652,794,'2 2BR','1960-1979',0
38,0.5772577258,768,'2 2BR','1960-1979',9196
32,0.07416,633,'1 1BR','1960-1979',100000
38,1.16,1704,'3 3BR','1940-1959',54000
50,0.12171428570000001,923,'2 2BR','-5',35000
79,0.24,1105,'3 3BR','1940-1959',0
48,0.18252631579999998,1069,'1 1BR','-5',38000
47,3.412,1069,'1 1BR','-5',3000
35,0.3606,1069,'1 1BR','-5',60000
-9,-9.0,768,'2 2BR','1940-1959',-9
42,0.292,664,'1 1BR','1940-1959',24000
37,0.5212355211999999,794,'2 2BR','1960-1979',0
72,11.892307692000001,1069,'1 1BR','-5',120
72,-1.0,1069,'1 1BR','-5',0
40,0.1116,1069,'1 1BR','-5',80000
51,0.4252307692,1189,'2 2BR','-5',9000
64,0.2122955145,1704,'3 3BR','1940-1959',59000
32,0.35564901109999997,2051,'4 4BR+','1960-1979',98700
44,0.0,1189,'2 2BR','-5',27000
53,0.4986,827,'2 2BR','1960-1979',20000
71,0.2222393822,1492,'4 4BR+','1960-1979',0
-9,-9.0,832,'1 1BR','-5',-9
85,0.1716,1271,'4 4BR+','-5',18000
-9,-9.0,1105,'3 3BR','1940-1959',-9
42,1.3530000000000002,1314,'4 4BR+','-5',8000
40,0.34608,1634,'3 3BR','1940-1959',17000
54,0.5374285714,1634,'3 3BR','1960-1979',70000
45,0.2031111111,935,'2 2BR','1960-1979',27000
-9,-9.0,1055,'1 1BR','-5',-9
21,1.2126315789,1055,'1 1BR','1940-1959',0
40,0.2869565217,1356,'2 2BR','1980-1989',25300
-9,-9.0,1799,'3 3BR','1960-1979',-9
42,0.26422018350000004,1189,'2 2BR','1940-1959',45000
58,0.4806857143,794,'2 2BR','1960-1979',0
93,0.24816,664,'1 1BR','1960-1979',0
28,0.2560714286,1250,'2 2BR','1960-1979',56000
82,0.2211428571,534,'1 1BR','1960-1979',0
61,0.0549705882,1189,'2 2BR','-5',95000
55,0.5401459854,1189,'2 2BR','-5',0
45,0.1806428571,988,'0 Studio','1940-1959',56000
-9,-9.0,633,'1 1BR','1960-1979',-9
69,6.1028571429,994,'0 Studio','1960-1979',0
55,0.2773846154,956,'3 3BR','1960-1979',26000
32,0.3970666667,794,'2 2BR','1960-1979',45000
19,0.5048,664,'1 1BR','1960-1979',15000
74,0.6588888889,1069,'1 1BR','-5',0
33,0.9663,1704,'3 3BR','-5',0
44,0.2992,1069,'1 1BR','-5',30000
34,0.1541090909,1189,'2 2BR','-5',165000
57,0.08355,1043,'3 3BR','1960-1979',0
38,0.2558,1055,'1 1BR','1960-1979',60000
41,0.616,1239,'1 1BR','1960-1979',24000
30,0.20514285710000002,832,'1 1BR','1960-1979',20000
45,0.0507978577,818,'3 3BR','1940-1959',80000
66,0.1440397351,818,'3 3BR','1960-1979',30000
32,0.4296923077000001,1105,'3 3BR','-5',26000
57,0.11042735039999999,1105,'3 3BR','1960-1979',60000
17,0.3881986383,1158,'1 1BR','1960-1979',25740
51,2.9633649932,1164,'1 1BR','-5',0
54,0.1212121212,1158,'1 1BR','-5',49500
32,0.2382,633,'1 1BR','1960-1979',40000
24,0.1482857143,768,'2 2BR','1960-1979',56000
18,0.4956,935,'2 2BR','1960-1979',20000
26,0.2076415094,1069,'1 1BR','-5',110000
63,0.985,1069,'1 1BR','-5',0
79,2.581871345,1069,'1 1BR','-5',0
42,0.08112,1251,'4 4BR+','-5',130000
81,0.2833386227,1043,'3 3BR','-5',0
70,0.056225813799999996,1043,'3 3BR','1960-1979',0
30,0.2650896604,1238,'1 1BR','1960-1979',50000
28,0.2495625,1238,'1 1BR','1960-1979',64000
75,0.17766990289999998,1069,'1 1BR','-5',0
54,6.7584269663,1069,'1 1BR','-5',0
88,0.09696,1105,'3 3BR','-5',0
61,0.3014054054,1037,'4 4BR+','1960-1979',35000
43,0.3222555066,1037,'4 4BR+','-5',28375
56,0.2019319166,910,'3 3BR','1960-1979',75000
93,0.89,700,'2 2BR','1960-1979',0
56,16.461971831,1189,'2 2BR','-5',0
21,-1.0,568,'1 1BR','1960-1979',0
76,0.1148815166,1239,'1 1BR','1960-1979',0
28,0.4013617021,1055,'1 1BR','1940-1959',20000
53,0.0429642857,818,'3 3BR','1960-1979',72000
23,-1.0,900,'3 3BR','1960-1979',0
57,0.2416961131,633,'1 1BR','1960-1979',25470
43,0.0115384615,768,'2 2BR','1960-1979',78000
54,6.0253164557000005,707,'1 1BR','1960-1979',0
57,0.47380645159999996,2069,'4 4BR+','1960-1979',31000
72,0.6924329606,1356,'2 2BR','1940-1959',0
68,0.1014012739,794,'2 2BR','1940-1959',0
40,0.17942857140000001,956,'3 3BR','1960-1979',57000
42,0.2736,1741,'4 4BR+','1960-1979',70000
47,0.516,993,'1 1BR','-5',24000
55,0.2012571429,1069,'1 1BR','1940-1959',35000
17,0.1907375643,1189,'2 2BR','-5',26235
21,0.0841263158,1485,'2 2BR','1940-1959',95000
39,0.6817297297,1485,'2 2BR','1960-1979',18500
82,3.2166934189,741,'0 Studio','1960-1979',0
45,0.1476595745,1018,'2 2BR','1940-1959',28200
33,0.6468987342,1704,'3 3BR','1960-1979',63200
49,0.168375,1704,'3 3BR','1940-1959',96000
50,0.2385428571,2051,'4 4BR+','1940-1959',140000
46,0.0864827586,1518,'3 3BR','1960-1979',58000
37,0.22576271190000002,1205,'3 3BR','-5',57700
-9,-9.0,1069,'1 1BR','-5',-9
-9,-9.0,784,'1 1BR','1960-1979',-9
32,0.35072727270000004,1551,'2 2BR','1960-1979',40000
40,0.2923,1551,'2 2BR','1960-1979',120000
72,0.6929330831999999,1069,'1 1BR','1940-1959',0
77,0.5585142857000001,1634,'3 3BR','-5',25000
-9,-9.0,1164,'1 1BR','-5',-9
73,0.093574741,1602,'4 4BR+','-5',34242
38,0.2490866822,1105,'3 3BR','-5',54000
85,1.0742222222,1437,'4 4BR+','-5',0
64,0.08670444210000001,1164,'1 1BR','-5',499968
24,0.24295384620000002,1158,'1 1BR','-5',65000
42,0.1423333333,1024,'3 3BR','1960-1979',108000
32,0.1133333333,1024,'3 3BR','1960-1979',72000
73,0.48,832,'1 1BR','1960-1979',0
64,0.4559585492,993,'1 1BR','-5',0
27,0.096,993,'1 1BR','1960-1979',71000
30,0.4839428571,1069,'1 1BR','1940-1959',70000
51,0.21087482489999998,1799,'3 3BR','-5',109600
73,0.41100000000000003,910,'3 3BR','1960-1979',0
86,0.2505747126,1069,'1 1BR','1940-1959',0
35,0.2642352941,1069,'1 1BR','1940-1959',51000
72,7.1717647059,1208,'3 3BR','-5',0
66,0.1941686747,2441,'4 4BR+','1940-1959',83000
41,0.1632,1189,'2 2BR','-5',70000
55,0.1265590062,1462,'3 3BR','1940-1959',160000
55,0.1355656109,794,'2 2BR','-5',62300
34,-1.0,794,'2 2BR','-5',0
38,0.0794782609,956,'3 3BR','1940-1959',45000
83,0.30831643,956,'3 3BR','1940-1959',0
45,0.411026393,839,'1 1BR','1960-1979',25575
-9,-9.0,839,'1 1BR','1960-1979',-9
62,0.2721428571,1105,'3 3BR','1940-1959',28000
41,0.5456470588,798,'2 2BR','1960-1979',17000
-9,-9.0,658,'1 1BR','1960-1979',-9
48,0.0850909091,1069,'1 1BR','1960-1979',75000
76,0.2375328084,896,'2 2BR','-5',0
93,0.39,748,'2 2BR','-5',0
23,0.2637726914,539,'1 1BR','1960-1979',18000
49,0.06320741269999999,798,'2 2BR','1960-1979',140000
81,0.1557219251,1704,'3 3BR','-5',0
23,-1.0,784,'1 1BR','1960-1979',0
42,0.4822222222,1551,'2 2BR','1940-1959',22000
51,0.131,1055,'1 1BR','1960-1979',48000
41,0.12597881519999998,1287,'4 4BR+','1960-1979',110000
27,0.3216,1272,'3 3BR','-5',40000
43,0.3002352941,930,'1 1BR','1960-1979',0
50,0.1002580645,1799,'3 3BR','1960-1979',31000
33,0.40236,1799,'3 3BR','1960-1979',100000
30,0.1521860465,993,'1 1BR','1960-1979',64500
71,0.3284057971,900,'3 3BR','-5',30500
57,0.375,702,'2 2BR','-5',24000
75,0.1684,1704,'3 3BR','1940-1959',0
-9,-9.0,630,'0 Studio','1960-1979',-9
-9,-9.0,784,'1 1BR','-5',-9
35,0.21,941,'2 2BR','1960-1979',38000
39,0.1789387755,941,'2 2BR','1960-1979',73500
43,0.0725759628,2099,'4 4BR+','1960-1979',62000
71,0.44346549189999995,625,'1 1BR','1960-1979',0
43,0.1587428571,625,'1 1BR','1960-1979',35000
21,0.14495999999999998,625,'1 1BR','-5',25000
-9,-9.0,728,'0 Studio','-5',-9
42,0.45223529409999996,1314,'4 4BR+','1960-1979',0
-9,-9.0,1189,'2 2BR','-5',-9
37,0.36624,676,'1 1BR','1960-1979',25000
22,0.1290526316,702,'2 2BR','1940-1959',57000
44,0.3757241379,1063,'2 2BR','-5',29000
52,0.961,1272,'3 3BR','1940-1959',12000
69,0.7329099739,1361,'2 2BR','1960-1979',0
50,0.30456,1361,'2 2BR','1960-1979',50000
63,0.3375,1367,'4 4BR+','1960-1979',0
48,0.1778941854,1367,'4 4BR+','1960-1979',109600
43,0.0749354005,1158,'1 1BR','1960-1979',75000
26,0.44591715979999996,1164,'1 1BR','1960-1979',25350
59,0.595599022,1024,'3 3BR','-5',10000
46,0.0468325792,1024,'3 3BR','1960-1979',0
43,0.2960051785,817,'2 2BR','-5',38000
50,0.6108320251,1147,'3 3BR','1940-1959',21509
37,0.135,1147,'3 3BR','1960-1979',100000
50,0.19885714289999998,1189,'2 2BR','-5',35000
-9,-9.0,988,'0 Studio','-5',-9
67,0.5,1189,'2 2BR','1940-1959',0
88,0.168,1069,'1 1BR','1940-1959',0
50,0.3113009709,658,'1 1BR','1960-1979',25750
30,0.0218,1069,'1 1BR','1960-1979',60000
57,0.1515207373,1799,'3 3BR','-5',104500
63,0.289,956,'3 3BR','1960-1979',60000
-9,-9.0,992,'4 4BR+','1940-1959',-9
87,4.428,1189,'2 2BR','1940-1959',0
-9,-9.0,1189,'2 2BR','-5',-9
49,0.045957446799999996,956,'3 3BR','1940-1959',65800
36,0.5888888889,956,'3 3BR','1940-1959',14000
56,0.2562162162,839,'1 1BR','1960-1979',0
85,0.0805119255,839,'1 1BR','1960-1979',0
54,0.6709112614,839,'1 1BR','1960-1979',5402
-9,-9.0,1105,'3 3BR','-5',-9
-9,-9.0,798,'2 2BR','1940-1959',-9
39,0.200625,658,'1 1BR','1960-1979',32000
27,0.2959006211,748,'2 2BR','-5',25000
25,0.2715929204,748,'2 2BR','-5',45200
42,3.0665306122000002,1271,'4 4BR+','1940-1959',29400
74,0.315,923,'2 2BR','1940-1959',0
57,9.5127272727,539,'1 1BR','-5',0
65,-1.0,1704,'3 3BR','1960-1979',0
28,0.5907869482,1704,'3 3BR','1940-1959',52000
51,0.3792941176,941,'2 2BR','1960-1979',25500
35,0.52,1551,'2 2BR','1940-1959',0
53,0.30336,900,'3 3BR','-5',50000
31,0.27786666670000004,1069,'1 1BR','-5',45000
80,0.30641330170000003,1069,'1 1BR','1940-1959',0
28,0.1418947368,707,'1 1BR','1960-1979',57000
45,0.3265714286,707,'1 1BR','-5',28000
38,0.43555644439999996,707,'1 1BR','1960-1979',12000
22,0.63,1262,'4 4BR+','-5',28000
-9,-9.0,1063,'2 2BR','-5',-9
31,0.2713324361,1272,'3 3BR','-5',26005
29,0.4688458413,1205,'3 3BR','1960-1979',76000
68,0.48144,1820,'4 4BR+','1960-1979',0
50,0.175875,814,'2 2BR','1960-1979',32000
33,0.13408,1961,'4 4BR+','1940-1959',150000
65,0.7395361237000001,1799,'3 3BR','-5',16000
-9,-9.0,1205,'2 2BR','1960-1979',-9
74,0.1123764849,1069,'1 1BR','1940-1959',0
75,2.2981818182,2125,'3 3BR','1940-1959',0
57,0.032,2441,'4 4BR+','1960-1979',300000
53,0.17985,1302,'3 3BR','1960-1979',80000
46,0.4001142857,956,'4 4BR+','-5',35000
54,0.2154226325,1704,'3 3BR','1960-1979',133000
64,0.19359375,1069,'1 1BR','-5',128000
51,3.0372439479000004,1189,'2 2BR','-5',0
89,0.4032,934,'2 2BR','1960-1979',0
43,0.3216216216,1462,'3 3BR','-5',111000
52,1.1111111111,710,'1 1BR','-5',0
51,0.1933333333,854,'2 2BR','-5',0
64,5.316,854,'2 2BR','1940-1959',0
49,0.4722857143,900,'3 3BR','1940-1959',28000
51,0.2878787879,1063,'2 2BR','-5',0
-9,-9.0,1164,'1 1BR','1960-1979',-9
49,0.1463157895,1366,'2 2BR','1960-1979',100000
-9,-9.0,1158,'1 1BR','1960-1979',-9
30,0.7477894737,1272,'3 3BR','-5',19000
75,0.06643017179999999,1407,'4 4BR+','1960-1979',98000
41,0.3586666667,1654,'4 4BR+','1940-1959',86400
48,0.37555555560000004,817,'2 2BR','1960-1979',27000
81,0.16088573650000002,676,'1 1BR','1960-1979',0
33,0.22145454550000002,553,'0 Studio','1960-1979',33000
56,0.37356521740000004,1139,'3 3BR','1960-1979',23000
82,0.2765167464,782,'2 2BR','1940-1959',0
23,0.13845,710,'1 1BR','-5',80000
52,0.2120930233,1872,'4 4BR+','-5',86000
52,0.59568,1035,'3 3BR','1960-1979',25000
36,0.2322,913,'2 2BR','-5',40000
41,0.3205333333,-9,'3 3BR','1960-1979',45000
60,0.05861053820000001,1309,'4 4BR+','1960-1979',505168
41,0.5924444444,946,'4 4BR+','1960-1979',54000
85,0.1575,1189,'2 2BR','1960-1979',0
42,0.45375,2188,'4 4BR+','1960-1979',80000
33,0.4578801843,1250,'2 2BR','-5',43400
29,0.1985950413,658,'1 1BR','-5',48000
30,0.248,658,'1 1BR','1960-1979',24000
70,0.11803278689999999,1069,'1 1BR','-5',0
61,2.3592,1462,'3 3BR','1940-1959',15000
-9,-9.0,1208,'3 3BR','-5',-9
39,0.2463,1208,'3 3BR','1940-1959',60000
39,0.2700341297,1799,'3 3BR','1940-1959',87800
47,0.17256,1961,'4 4BR+','1960-1979',100000
83,0.2046153846,1961,'4 4BR+','1940-1959',24000
42,0.35614930079999996,1799,'3 3BR','-5',80000
58,0.2009753593,956,'3 3BR','1940-1959',65000
70,0.3225477707,956,'3 3BR','1940-1959',0
17,0.5185882353,1069,'1 1BR','-5',0
47,-1.0,1069,'1 1BR','-5',0
65,0.191,1278,'3 3BR','1960-1979',52174
38,0.14744262789999998,930,'3 3BR','1940-1959',76000
71,0.32175,1024,'3 3BR','1960-1979',0
83,0.1375863902,1287,'4 4BR+','1940-1959',55000
52,0.1317480569,1704,'3 3BR','-5',67000
28,0.0954366197,923,'2 2BR','-5',60000
74,0.3088888889,1123,'3 3BR','1940-1959',10000
38,0.1413573407,858,'2 2BR','-5',136000
50,0.8775800712,1462,'3 3BR','-5',28000
25,0.1885714286,1069,'1 1BR','-5',35000
77,0.4665,1189,'2 2BR','1940-1959',0
-9,-9.0,1004,'4 4BR+','-5',-9
63,0.0564301075,1004,'4 4BR+','-5',103000
53,0.654,670,'2 2BR','-5',6000
40,0.3454285714,1205,'2 2BR','1940-1959',30000
71,0.38066666670000004,1205,'2 2BR','1960-1979',21441
46,0.7180408162999999,2118,'4 4BR+','1960-1979',24500
63,1.4979069767,1302,'3 3BR','1960-1979',10000
59,0.6013786765,1302,'3 3BR','1940-1959',5000
63,-1.0,648,'1 1BR','1960-1979',0
-9,-9.0,782,'2 2BR','1960-1979',-9
26,0.1916571429,718,'1 1BR','-5',70000
35,0.762,718,'1 1BR','-5',10000
71,0.1530769231,718,'1 1BR','1960-1979',0
43,-1.0,700,'2 2BR','1960-1979',0
41,0.18986666670000002,908,'3 3BR','-5',30000
88,0.3790714286,1055,'1 1BR','1940-1959',30000
48,0.29736,1485,'2 2BR','1960-1979',50000
60,0.0532571429,1485,'2 2BR','1960-1979',105000
68,0.1031460674,1462,'3 3BR','-5',93000
27,0.51936,858,'2 2BR','-5',0
47,0.13154285710000002,1262,'4 4BR+','-5',105000
54,0.1242857143,1024,'3 3BR','1960-1979',42000
54,0.2632340426,1024,'3 3BR','1960-1979',47000
25,0.2826237054,539,'1 1BR','-5',26000
38,0.19104000000000002,1272,'3 3BR','-5',137000
29,0.1446,718,'1 1BR','1960-1979',60000
53,0.3676363636,718,'1 1BR','1960-1979',22000
65,0.468815534,1799,'3 3BR','1940-1959',10750
-9,-9.0,956,'3 3BR','1960-1979',-9
32,0.2769230769,1485,'2 2BR','1960-1979',44200
55,0.1204363636,1238,'1 1BR','-5',55000
59,0.30384,1189,'2 2BR','1960-1979',50000
51,0.334741784,1189,'2 2BR','-5',0
59,0.22265346530000002,2051,'4 4BR+','1960-1979',105000
45,0.0878117647,1069,'1 1BR','-5',160000
55,0.2324,1069,'1 1BR','1940-1959',0
29,0.5722758621,1069,'1 1BR','1960-1979',53000
36,0.7367624811,1570,'4 4BR+','-5',0
32,0.16554744529999998,1208,'3 3BR','1940-1959',135000
27,0.2607065177,1189,'2 2BR','-5',25850
66,0.4055542481,956,'4 4BR+','-5',0
83,0.30734231089999997,900,'3 3BR','-5',0
26,0.3275143148,1063,'2 2BR','-5',30153
40,0.162,1795,'4 4BR+','1940-1959',113000
44,0.2500363636,1361,'2 2BR','1940-1959',55000
32,0.1044,930,'1 1BR','-5',120000
-9,-9.0,1063,'2 2BR','-5',-9
40,0.18981818179999999,1272,'3 3BR','1940-1959',110000
73,-1.0,1035,'3 3BR','1940-1959',0
63,0.1921333333,1035,'3 3BR','1960-1979',90000
61,0.3755,773,'1 1BR','1960-1979',24000
-9,-9.0,648,'1 1BR','1960-1979',-9
52,0.1798823894,1139,'3 3BR','1960-1979',80000
25,0.28838400000000003,1569,'4 4BR+','-5',45000
53,0.12415384619999999,854,'2 2BR','1940-1959',130000
46,0.9193333333,1251,'4 4BR+','1960-1979',90000
45,0.1953684211,1035,'3 3BR','1960-1979',57000
36,0.35136690649999996,1250,'4 4BR+','1960-1979',28800
24,0.2213333333,832,'1 1BR','1960-1979',45000
46,1.0536,935,'2 2BR','1960-1979',25000
44,0.2185945946,935,'2 2BR','1960-1979',37000
-9,-9.0,832,'1 1BR','-5',-9
21,0.3560869565,630,'2 2BR','1960-1979',27600
52,0.3792592593,1143,'3 3BR','-5',0
71,1.4379888268,1695,'3 3BR','1940-1959',0
55,0.7272,1695,'3 3BR','1940-1959',55000
59,0.33299999999999996,658,'1 1BR','1960-1979',24000
-9,-9.0,798,'2 2BR','1960-1979',-9
55,0.049200292300000004,1200,'2 2BR','-5',30000
-9,-9.0,820,'1 1BR','1960-1979',-9
-9,-9.0,1069,'1 1BR','-5',-9
85,0.3911111111,1208,'3 3BR','-5',0
64,0.34072727270000003,1961,'4 4BR+','1940-1959',0
49,0.118125,1961,'4 4BR+','1940-1959',24300
17,1.0322937229,1189,'2 2BR','1960-1979',25330
65,0.030705882400000002,1069,'1 1BR','1940-1959',34000
61,0.0774881517,1278,'3 3BR','1960-1979',0
-9,-9.0,570,'0 Studio','-5',-9
18,0.4125,930,'3 3BR','-5',8000
75,0.2796521739,1024,'3 3BR','1960-1979',9000
65,0.1242,1287,'4 4BR+','1940-1959',0
75,0.0758049405,1287,'4 4BR+','1960-1979',0
59,0.0982135922,1704,'3 3BR','1960-1979',90000
34,0.14176636550000002,1704,'3 3BR','1960-1979',140000
40,2.6748651222,1704,'3 3BR','1940-1959',5162
51,0.0917837838,773,'1 1BR','1960-1979',37000
60,0.36510874600000004,923,'2 2BR','1940-1959',0
30,0.24742002059999998,1123,'3 3BR','1940-1959',93000
51,0.046285714299999996,1262,'4 4BR+','-5',150000
78,0.0655221813,1462,'3 3BR','1940-1959',0
81,0.09720441140000001,1462,'3 3BR','1940-1959',0
31,0.2407619048,748,'2 2BR','1940-1959',63000
52,0.2271081221,863,'3 3BR','-5',35000
23,0.41976470590000003,658,'1 1BR','1960-1979',25000
50,0.1232801822,1059,'3 3BR','1940-1959',130000
30,0.1322256836,798,'2 2BR','1960-1979',49000
28,0.2885,1205,'2 2BR','-5',72000
67,0.5244,2118,'4 4BR+','1960-1979',0
48,0.10479797980000001,1302,'3 3BR','1960-1979',45000
93,5.8125,1018,'2 2BR','1960-1979',0
48,0.8796,1302,'3 3BR','1960-1979',20000
34,0.4052,839,'1 1BR','1940-1959',30000
33,0.4227272727000001,1139,'3 3BR','1960-1979',22000
43,0.3213550011,1139,'3 3BR','1960-1979',0
30,1.8168,909,'2 2BR','1960-1979',5000
21,14.0,1518,'3 3BR','1940-1959',1200
33,0.1403215874,908,'3 3BR','1960-1979',146000
55,0.2275785582,877,'3 3BR','1960-1979',54000
41,0.13185,1570,'4 4BR+','1940-1959',80000
70,0.1535740072,2099,'4 4BR+','1960-1979',0
49,0.3021029083,2188,'4 4BR+','1940-1959',67000
-9,-9.0,900,'3 3BR','1940-1959',-9
